Name,Year,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
Amanda Thompson,2014.0,F,21,8.3,1.7,0.6,1.7,36.1,0.0,0.0,0.0,0.5,0.6,83.3,2.1,0.5,0.2,0.5,0.6
Kayla Pedersen,2014.0,F,31,10.0,1.5,0.5,1.4,37.2,0.0,0.0,0.0,0.4,0.7,61.9,2.3,0.3,0.2,0.1,0.5
Kelly Faris,2014.0,F,25,7.7,1.1,0.3,1.3,24.2,0.2,0.6,26.7,0.3,0.4,80.0,1.2,0.4,0.1,0.1,0.3
Angel Goodrich,2014.0,F,29,6.2,1.0,0.4,0.9,48.0,0.0,0.1,50.0,0.1,0.2,57.1,0.4,0.8,0.3,0.0,0.7
Elena Delle Donne,2015.0,F,31,33.3,23.4,7.7,16.7,46.0,1.4,4.3,31.3,6.7,7.0,95.0,8.4,1.4,1.1,2.1,1.2
Maya Moore,2015.0,F,33,33.4,20.6,7.2,17.2,42.0,2.1,5.8,35.9,4.1,4.8,85.5,6.7,3.5,1.6,0.8,2.3
Angel McCoughtry,2015.0,F,34,30.0,20.1,6.9,16.7,41.3,1.1,3.0,36.3,5.2,6.5,80.5,5.3,2.8,2.1,0.5,3.1
Tina Charles,2015.0,C,34,31.0,17.1,7.1,15.6,45.8,0.0,0.1,20.0,2.7,3.8,71.5,8.5,2.4,0.7,0.7,2.4
Nneka Ogwumike,2015.0,F,23,34.1,16.5,6.4,12.2,52.5,0.0,0.5,8.3,3.7,4.2,86.6,7.3,2.1,1.1,0.5,1.9
Odyssey Sims,2015.0,G,23,31.4,16.0,5.0,13.4,36.9,0.8,3.8,20.7,5.3,6.3,84.7,3.4,3.8,1.1,0.0,2.8
DeWanna Bonner,2015.0,F,33,33.3,15.8,4.8,12.7,37.8,0.9,3.6,25.4,5.3,6.1,86.6,5.7,3.3,1.3,0.8,1.8
Riquna Williams,2015.0,G,29,28.0,15.6,4.5,12.7,35.2,1.9,5.6,34.6,4.7,5.5,85.0,3.4,2.6,1.5,0.5,1.6
Kelsey Bone,2015.0,C,33,29.1,15.4,6.8,13.4,50.8,0.0,0.1,0.0,1.8,3.0,62.2,6.3,2.0,0.8,0.6,2.3
Brittney Griner,2015.0,C,26,30.7,15.1,5.7,10.0,56.5,0.0,0.0,0.0,3.8,4.9,77.3,8.1,1.3,0.3,4.0,2.2
Epiphanny Prince,2015.0,G,24,28.6,15.0,5.7,12.1,46.7,1.1,3.0,35.6,2.6,2.9,90.0,2.9,3.4,2.0,0.2,1.6
Cappie Pondexter,2015.0,G,29,30.2,15.0,5.6,12.8,43.9,0.8,2.2,38.1,2.9,3.5,82.4,3.8,2.1,1.0,0.2,1.4
Alex Bentley,2015.0,G,25,30.0,14.7,5.7,13.9,40.9,1.6,4.6,33.6,1.8,2.1,83.0,2.0,2.0,2.0,0.2,1.2
Jantel Lavender,2015.0,F,34,33.8,14.5,6.2,11.8,52.5,0.1,0.3,33.3,2.0,2.2,88.2,8.3,1.8,0.4,1.2,2.1
Candice Dupree,2015.0,F,33,31.2,14.1,5.8,11.4,51.2,0.0,0.0,0.0,2.5,3.1,80.2,5.1,1.7,1.0,0.4,1.5
Kayla McBride,2015.0,G,27,28.0,13.8,4.9,12.7,38.2,2.0,5.3,37.3,2.1,2.4,87.9,3.1,1.6,1.1,0.1,1.7
Ivory Latta,2015.0,G,34,27.3,13.4,4.2,10.4,40.6,2.3,6.0,38.9,2.6,2.9,90.9,1.8,2.6,0.7,0.0,1.7
Jia Perkins,2015.0,G,26,27.3,13.3,4.8,12.7,37.6,1.0,3.5,27.2,2.8,3.2,88.0,3.0,1.7,1.5,0.3,1.2
Tamika Catchings,2015.0,F,30,26.6,13.1,4.2,10.9,38.2,0.6,2.0,29.5,4.2,4.8,86.8,7.1,2.2,1.8,0.8,1.7
Tiffany Hayes,2015.0,G,28,29.9,12.9,4.1,10.5,39.2,1.1,4.0,27.4,3.5,4.4,80.5,3.0,2.2,1.0,0.4,1.7
Plenette Pierson,2015.0,F,30,28.1,12.8,5.1,11.6,43.7,0.6,1.6,36.2,2.1,2.6,80.8,4.1,1.9,1.0,0.4,1.8
Kristi Toliver,2015.0,G,28,30.9,12.4,4.3,9.5,44.9,1.5,4.0,38.4,2.3,2.6,90.3,2.3,3.7,0.8,0.0,2.3
Emma Meesseman,2015.0,F,34,27.2,11.6,5.2,9.4,55.6,0.2,0.4,46.2,1.0,1.2,82.9,6.3,1.7,0.9,1.4,1.3
Sophia Young-Malcolm,2015.0,F,34,27.4,11.5,4.4,9.7,45.8,0.0,0.1,0.0,2.6,3.6,73.8,5.0,1.4,1.2,0.3,1.6
Courtney Vandersloot,2015.0,G,34,29.9,11.4,4.3,9.3,46.3,0.9,2.6,35.6,1.9,2.1,90.1,3.4,5.8,1.3,0.5,2.1
Crystal Langhorne,2015.0,F,34,25.7,11.1,4.6,8.4,54.5,0.0,0.1,0.0,1.9,2.6,75.0,5.7,0.9,1.1,0.4,2.1
Allie Quigley,2015.0,G,32,22.5,11.1,4.4,10.2,43.1,1.1,3.3,34.0,1.2,1.4,82.6,1.8,1.7,0.4,0.5,1.4
Shenise Johnson,2015.0,G,31,26.2,10.9,3.9,8.4,46.7,1.0,2.4,41.3,2.1,2.6,80.5,4.9,2.4,1.1,0.2,1.8
Lindsay Whalen,2015.0,G,29,30.1,10.9,4.2,9.0,46.2,0.2,0.5,42.9,2.3,2.6,88.2,2.9,4.3,0.4,0.1,2.1
Jewell Loyd,2015.0,G,34,25.9,10.7,3.7,8.9,41.1,0.3,1.4,20.8,3.1,3.4,90.4,3.5,1.9,0.6,0.2,2.0
Stefanie Dolson,2015.0,C,34,24.7,10.6,4.4,8.8,49.5,0.3,0.6,47.6,1.6,1.8,87.1,5.6,1.6,0.5,1.1,1.9
Karima Christmas-Kelly,2015.0,F,32,28.7,10.6,3.2,8.0,39.6,1.0,2.6,38.6,3.3,4.2,78.2,5.0,1.7,1.1,0.3,1.2
Marissa Coleman,2015.0,G,34,24.8,10.4,3.7,9.7,38.4,1.2,3.7,33.6,1.7,2.3,74.7,3.5,1.6,1.2,0.3,1.9
Sancho Lyttle,2015.0,F,24,30.0,10.3,4.3,9.1,47.5,0.0,0.2,20.0,1.6,2.2,73.6,8.3,2.2,2.3,0.6,1.6
Sue Bird,2015.0,G,27,28.6,10.3,4.0,10.3,38.4,0.9,3.1,30.1,1.4,1.8,79.6,2.3,5.4,0.9,0.1,2.4
Kara Lawson,2015.0,G,22,25.0,9.6,3.2,8.2,38.9,1.2,3.7,32.1,2.0,2.2,93.8,3.0,3.6,0.5,0.1,1.1
Danielle Robinson,2015.0,G,30,30.1,9.2,3.5,9.0,39.0,0.0,0.2,0.0,2.2,2.4,90.3,2.5,5.0,0.7,0.1,2.6
Alyssa Thomas,2015.0,F,24,26.0,8.8,2.9,7.0,41.1,0.0,0.0,0.0,3.0,4.3,69.2,5.3,1.4,1.2,0.2,1.8
Ana Dabovic,2015.0,G,24,22.1,8.8,3.1,6.9,44.6,0.8,2.5,33.3,1.8,2.2,80.8,1.6,1.9,0.9,0.0,1.6
Monique Currie,2015.0,F,34,21.3,8.4,3.1,7.4,41.1,0.8,2.3,36.4,1.5,1.7,86.4,3.2,1.5,0.9,0.4,1.3
Shavonte Zellous,2015.0,G,23,22.2,8.4,2.7,7.0,37.9,0.3,1.3,24.1,2.8,3.6,77.1,2.4,1.9,1.0,0.3,1.2
Lynetta Kizer,2015.0,F,33,17.9,8.3,3.4,6.9,49.1,0.0,0.1,0.0,1.5,1.8,87.9,3.5,0.4,0.6,0.2,1.4
Camille Little,2015.0,F,34,27.0,8.2,3.1,7.7,40.6,1.1,3.3,34.5,0.9,1.0,87.9,3.6,1.6,1.2,0.2,1.7
Ramu Tokashiki,2015.0,F,30,20.6,8.2,3.3,7.9,41.5,0.0,0.1,0.0,1.7,1.9,86.2,3.3,0.8,0.2,0.9,0.9
Jasmine Thomas,2015.0,G,34,26.7,8.2,2.9,9.0,32.8,0.9,3.1,29.8,1.4,1.8,78.3,3.7,3.9,1.2,0.4,2.3
Briann January,2015.0,G,29,27.0,8.1,2.8,6.6,42.6,0.9,2.0,43.1,1.7,2.0,84.5,1.8,3.4,1.0,0.2,2.2
Sugar Rodgers,2015.0,G,33,18.7,8.1,2.5,7.5,34.0,1.2,3.9,32.0,1.8,2.0,88.1,2.2,1.5,0.7,0.2,1.0
Anna Cruz,2015.0,G,22,29.1,8.0,3.3,7.0,47.4,0.4,1.6,25.0,1.0,1.3,78.6,3.6,3.0,1.0,0.2,2.2
Natalie Achonwa,2015.0,F,28,17.3,8.0,3.1,5.7,55.0,0.0,0.0,0.0,1.7,2.3,74.6,3.5,0.6,0.5,0.5,1.3
Rebekkah Brunson,2015.0,F,34,27.9,7.8,3.1,6.8,45.7,0.0,0.1,25.0,1.6,1.9,83.1,8.1,1.8,1.1,0.8,1.6
Shekinna Stricklen,2015.0,F,34,17.6,7.7,2.8,6.8,41.1,1.5,4.2,35.9,0.6,0.8,78.6,1.9,0.6,0.6,0.2,0.6
Shoni Schimmel,2015.0,G,32,19.8,7.6,2.7,7.0,37.8,1.5,4.0,38.3,0.8,0.9,85.7,2.5,3.2,0.8,0.2,2.4
Tayler Hill,2015.0,G,32,17.0,7.5,2.5,7.1,34.8,1.2,3.6,31.9,1.4,1.9,72.6,1.3,0.9,0.9,0.1,0.9
Tierra Ruffin-Pratt,2015.0,G,32,23.9,7.4,2.5,6.7,37.1,0.4,1.3,32.6,2.1,2.7,75.9,3.0,2.2,0.8,0.3,1.3
Danielle Adams,2015.0,F,30,16.1,7.4,2.6,6.4,41.4,0.7,2.3,32.4,1.4,1.7,82.7,3.3,0.5,0.5,0.3,1.2
Tanisha Wright,2015.0,G,34,23.7,7.4,2.6,6.2,42.0,0.4,1.0,36.4,1.8,2.1,84.5,2.4,3.5,0.8,0.1,2.1
Chelsea Gray,2015.0,G,34,16.0,6.9,2.5,6.0,42.4,0.7,1.9,34.8,1.2,1.4,81.6,2.3,2.7,0.6,0.1,1.7
Alysha Clark,2015.0,F,33,23.1,6.9,2.6,4.8,54.4,0.7,2.1,35.3,0.9,1.2,77.5,3.7,1.2,0.7,0.2,1.1
Jessica Breland,2015.0,F,33,21.4,6.7,3.0,6.4,47.1,0.0,0.0,0.0,0.7,0.9,77.4,5.9,1.3,0.7,1.1,1.0
Leilani Mitchell,2015.0,G,34,23.0,6.7,2.4,6.3,37.4,1.3,3.3,39.6,0.7,0.8,88.9,2.1,2.7,1.0,0.1,1.4
Layshia Clarendon,2015.0,G,29,20.8,6.7,2.7,6.0,44.5,0.4,1.1,40.6,0.9,1.2,76.5,2.7,2.0,0.7,0.0,1.6
Courtney Paris,2015.0,C,34,25.0,6.6,3.1,6.3,48.6,0.0,0.0,0.0,0.5,1.2,42.5,9.3,1.3,0.4,1.2,1.0
Brittany Boyd-Jones,2015.0,G,30,14.3,6.6,2.0,5.0,39.1,0.3,1.0,26.7,2.4,3.4,71.3,2.7,2.3,1.2,0.1,1.6
Roneeka Hodges,2015.0,F,23,19.5,6.4,2.2,5.7,38.2,1.2,3.3,36.0,0.9,1.2,75.0,2.0,1.3,0.2,0.2,1.0
Essence Carson,2015.0,F,33,19.5,6.1,2.4,6.2,38.0,0.4,1.5,24.5,1.0,1.3,77.3,2.3,1.3,0.4,0.2,1.0
Dearica Hamby,2015.0,F,31,17.4,6.1,2.3,6.4,35.4,0.2,0.5,35.3,1.4,2.2,64.2,4.1,0.7,0.4,0.2,1.3
Matee Ajavon,2015.0,G,33,17.6,5.9,2.0,4.9,40.5,0.1,0.5,16.7,1.8,2.2,82.2,2.5,2.4,1.4,0.2,1.8
Jenna O'Hea,2015.0,G,34,20.9,5.9,1.9,4.9,38.1,1.1,2.8,38.3,1.1,1.1,92.3,1.9,2.4,0.6,0.3,1.2
Kiah Stokes,2015.0,C,34,25.4,5.8,2.4,4.4,54.7,0.0,0.1,0.0,1.0,1.4,68.8,6.4,0.8,0.7,2.0,1.1
Kaleena Mosqueda-Lewis,2015.0,F,27,12.3,5.8,2.3,5.9,39.0,0.7,2.4,28.1,0.5,0.6,87.5,0.9,0.6,0.2,0.1,0.8
Maggie Lucas,2015.0,G,30,15.0,5.7,1.8,4.8,37.2,1.0,2.8,37.3,1.0,1.2,83.8,0.8,0.9,0.4,0.1,0.6
Asjha Jones,2015.0,F,31,17.5,5.5,2.5,6.0,41.1,0.0,0.1,0.0,0.6,1.0,60.0,2.8,1.6,0.5,0.5,1.2
Vicki Baugh,2015.0,F,34,15.7,5.4,2.0,4.3,47.3,0.0,0.0,0.0,1.3,1.8,73.8,4.1,0.6,0.5,0.4,1.3
Markeisha Gatling,2015.0,F,25,13.7,5.3,2.0,4.0,49.5,0.0,0.0,0.0,1.3,1.5,86.8,3.7,0.3,0.4,0.6,1.0
Clarissa dos Santos,2015.0,C,31,17.5,5.3,2.1,4.5,46.1,0.0,0.0,0.0,1.1,1.5,68.8,4.6,0.7,0.6,0.6,1.2
Abby Bishop,2015.0,F,26,19.6,5.2,2.0,5.2,38.5,0.9,2.7,32.9,0.3,0.5,61.5,3.5,1.0,0.7,0.8,1.1
Aneika Henry-Morello,2015.0,F,29,17.9,5.2,2.2,4.5,48.5,0.0,0.0,0.0,0.8,1.1,75.0,4.7,0.4,0.3,0.9,1.6
Temeka Johnson,2015.0,G,34,21.2,5.1,1.8,5.5,32.3,0.5,2.0,24.6,1.1,1.3,84.1,2.4,3.6,0.7,0.0,1.5
Carolyn Swords,2015.0,C,34,15.0,5.1,2.0,3.9,50.8,0.0,0.0,0.0,1.1,1.4,80.9,4.0,0.6,0.5,0.6,1.1
Brianna Kiesel,2015.0,G,34,18.1,5.1,1.8,5.3,33.3,0.4,1.5,23.1,1.2,1.6,75.5,0.8,1.9,0.8,0.1,1.2
LaToya Sanders,2015.0,F,23,18.1,5.0,2.0,4.9,40.2,0.0,0.0,0.0,1.1,1.5,76.5,5.7,0.9,0.9,2.1,0.8
Cayla George,2015.0,F,34,12.7,5.0,2.0,4.6,42.7,0.5,1.8,28.3,0.6,0.6,86.4,3.1,0.7,0.4,0.6,0.8
Marianna Tolo,2015.0,C,28,19.0,4.9,1.9,4.2,46.2,0.0,0.3,0.0,1.0,1.3,80.6,3.0,1.0,0.3,1.0,1.0
Jordan Hooper,2015.0,F,34,17.1,4.7,1.6,4.4,35.8,1.1,3.3,34.2,0.4,0.6,68.4,2.1,0.3,0.4,0.1,0.5
Swin Cash,2015.0,F,34,17.4,4.5,1.6,4.1,37.6,0.2,1.0,23.5,1.2,1.6,72.7,2.4,1.4,0.3,0.1,1.1
Bria Hartley,2015.0,G,25,12.2,4.2,1.4,4.5,30.4,0.4,1.8,23.9,1.0,1.4,76.5,1.2,1.6,0.5,0.0,0.8
Natasha Howard,2015.0,F,30,11.4,4.2,1.6,4.1,37.9,0.0,0.1,0.0,1.0,1.4,72.1,2.6,0.4,0.4,0.4,0.9
Mistie McCray Bass,2015.0,F,33,13.9,4.1,1.7,3.3,51.4,0.0,0.0,0.0,0.7,1.3,54.5,3.0,0.7,0.8,0.7,0.6
Jamierra Faulkner,2015.0,G,33,9.6,4.1,1.7,4.0,41.4,0.1,0.7,18.2,0.6,0.8,80.8,1.0,1.7,0.4,0.2,1.2
Noelle Quinn,2015.0,G,34,18.6,4.1,1.6,3.8,42.2,0.4,1.1,32.4,0.6,0.7,79.2,2.6,1.9,0.4,0.3,0.9
Natasha Cloud,2015.0,G,34,19.3,3.6,1.2,3.7,32.3,0.3,1.1,23.7,0.9,1.4,68.1,2.8,3.4,0.9,0.1,1.4
Erlana Larkins,2015.0,F,21,16.8,3.5,1.1,2.8,40.7,0.0,0.0,0.0,1.2,1.8,68.4,4.2,1.3,1.0,0.2,0.7
Sydney Colson,2015.0,G,34,15.9,3.5,1.3,3.1,41.1,0.2,0.6,31.8,0.7,1.0,68.6,1.1,2.8,0.8,0.3,1.2
Jayne Appel-Marinelli,2015.0,C,29,23.2,3.4,1.3,3.5,38.2,0.0,0.1,0.0,0.8,1.2,64.7,6.4,1.4,0.8,1.3,1.4
Tricia Liston,2015.0,G,31,12.0,3.4,1.1,2.6,42.0,0.9,2.0,42.9,0.3,0.3,100.0,1.0,0.8,0.3,0.0,0.3
Amanda Zahui B.,2015.0,C,31,9.7,3.4,1.3,3.5,36.1,0.4,1.2,33.3,0.5,0.6,75.0,2.4,0.3,0.2,0.6,0.6
Elizabeth Williams,2015.0,C,21,11.7,3.3,1.3,2.5,52.8,0.0,0.0,0.0,0.7,1.2,56.0,3.2,0.4,0.3,0.9,0.5
Kayla Alexander,2015.0,C,29,12.3,3.3,1.3,3.1,41.6,0.0,0.0,0.0,0.8,1.2,64.7,3.3,0.2,0.2,0.8,0.8
Ally Malott,2015.0,F,24,9.0,3.3,1.2,2.8,43.9,0.5,1.1,40.7,0.3,0.4,80.0,1.0,0.3,0.1,0.1,0.6
Quanitra Hollingsworth,2015.0,C,27,12.3,3.2,1.0,2.2,45.0,0.0,0.0,0.0,1.2,1.9,66.0,3.6,0.3,0.4,0.3,1.4
Devereaux Peters,2015.0,F,33,14.5,3.2,1.3,3.0,44.9,0.1,0.2,37.5,0.4,0.5,86.7,3.4,0.8,0.2,0.9,0.9
Angel Goodrich,2015.0,F,23,15.8,3.0,1.3,3.3,40.8,0.1,0.4,30.0,0.2,0.4,50.0,1.7,3.0,0.6,0.0,1.2
Kayla Pedersen,2015.0,F,33,15.5,2.9,1.2,2.7,43.3,0.0,0.0,0.0,0.6,0.7,82.6,2.6,1.2,0.7,0.2,0.6
Kelly Faris,2015.0,F,32,14.5,2.9,1.0,2.6,38.1,0.3,0.9,31.0,0.7,0.8,77.8,1.7,1.0,0.4,0.1,0.5
Betnijah Laney-Hamilton,2015.0,F,32,12.8,2.9,1.2,3.1,39.4,0.0,0.2,0.0,0.5,0.7,69.6,2.1,0.6,0.5,0.2,0.6
Candice Wiggins,2015.0,G,32,12.9,2.8,0.9,2.8,31.8,0.6,1.6,39.2,0.4,0.6,68.4,1.9,0.8,0.4,0.1,1.0
Jeanette Pohlen-Mavunga,2015.0,G,26,10.0,2.4,0.8,2.0,40.4,0.6,1.5,39.5,0.2,0.3,75.0,0.8,0.6,0.5,0.0,0.4
Cheyenne Parker-Tyus,2015.0,F,30,9.3,2.2,0.9,2.3,40.0,0.0,0.0,0.0,0.3,0.9,38.5,2.5,0.2,0.2,0.7,0.5
Alex Harden,2015.0,G,32,12.2,2.1,0.8,2.8,27.0,0.2,0.7,26.1,0.4,0.4,92.3,1.4,0.9,0.7,0.4,0.9
Sydney Carter,2015.0,G,26,11.3,2.0,0.6,2.8,20.8,0.2,1.2,16.7,0.6,0.8,80.0,0.9,1.2,0.3,0.1,0.6
Samantha Logic,2015.0,G,23,13.9,2.0,0.7,2.8,26.6,0.2,1.0,21.7,0.3,0.3,85.7,1.5,1.3,0.3,0.3,1.0
Theresa Plaisance,2015.0,F,25,8.2,1.9,0.6,2.3,28.1,0.3,1.0,32.0,0.3,0.4,70.0,1.9,0.2,0.2,0.2,0.1
Armintie Herrington,2015.0,G,25,10.4,1.7,0.7,1.7,41.9,0.0,0.0,0.0,0.2,0.6,40.0,1.8,1.1,0.5,0.0,0.6
Jennifer Hamson,2015.0,C,25,6.5,1.6,0.6,1.2,55.2,0.0,0.0,0.0,0.3,1.2,27.6,1.5,0.2,0.2,0.5,0.2
Avery Warley-Talbert,2015.0,C,26,6.9,1.5,0.5,1.4,35.1,0.0,0.0,0.0,0.5,0.7,66.7,2.7,0.2,0.3,0.1,0.8
Tina Charles,2016.0,C,32,33.7,21.5,8.5,19.4,43.9,0.5,1.5,34.7,3.9,4.8,81.2,9.9,3.8,0.8,0.8,2.0
Elena Delle Donne,2016.0,F,28,33.1,21.5,7.6,15.8,48.5,1.5,3.6,42.6,4.6,5.0,93.5,7.0,1.9,0.6,1.5,1.3
Nneka Ogwumike,2016.0,F,33,31.6,19.7,7.4,11.1,66.5,0.5,0.8,61.5,4.4,5.1,86.9,9.1,3.1,1.3,1.2,2.1
Angel McCoughtry,2016.0,F,33,30.0,19.5,6.8,15.6,43.4,0.8,2.6,30.2,5.2,6.6,78.8,5.7,2.8,1.6,0.7,2.9
Maya Moore,2016.0,F,34,29.7,19.3,6.6,14.6,44.8,1.9,4.7,40.4,4.3,4.9,86.8,5.1,4.2,1.6,0.7,2.3
Breanna Stewart,2016.0,F,34,34.7,18.3,6.1,13.4,45.7,1.3,3.9,33.8,4.7,5.6,83.3,9.3,3.4,1.2,1.9,2.4
Diana Taurasi,2016.0,G,33,29.8,17.8,5.5,13.8,39.6,2.7,7.7,35.0,4.2,4.7,90.9,3.0,3.9,0.9,0.1,2.6
Jewell Loyd,2016.0,G,34,31.6,16.5,5.7,13.3,43.1,1.2,3.9,30.3,3.9,4.3,89.1,3.4,3.4,1.2,0.3,2.2
Tayler Hill,2016.0,G,32,29.3,15.4,4.3,12.5,34.8,1.9,5.3,35.1,4.8,5.8,82.9,2.6,2.9,1.1,0.1,1.3
Candace Parker,2016.0,F,34,30.8,15.3,5.6,12.6,44.2,1.2,3.2,38.2,2.9,4.1,70.7,7.4,4.9,1.4,1.0,2.9
Emma Meesseman,2016.0,F,34,29.3,15.2,6.2,11.6,53.3,0.9,2.0,44.8,2.0,2.5,80.0,5.6,2.3,1.2,0.7,1.3
Tiffany Hayes,2016.0,G,33,30.8,15.0,4.6,10.5,44.1,1.0,3.5,27.4,4.7,5.9,80.4,3.4,2.4,1.2,0.2,1.8
Brittney Griner,2016.0,C,34,29.2,14.5,5.2,9.6,54.8,0.0,0.0,0.0,4.1,4.9,83.1,6.5,1.0,0.4,3.1,2.1
Sugar Rodgers,2016.0,G,33,30.5,14.5,4.7,11.7,40.5,2.6,6.3,41.3,2.4,2.9,84.2,3.7,2.4,1.1,0.5,1.8
DeWanna Bonner,2016.0,F,34,31.3,14.5,4.5,10.7,42.4,1.5,4.5,32.9,3.9,4.9,79.8,5.4,2.4,1.3,0.6,1.6
Odyssey Sims,2016.0,G,34,31.6,14.0,4.5,12.7,35.3,1.2,4.4,28.0,3.8,4.3,88.3,2.5,3.9,1.1,0.2,2.5
Sylvia Fowles,2016.0,C,34,28.6,13.9,5.4,9.0,59.5,0.0,0.0,0.0,3.2,4.5,71.7,8.5,1.2,1.3,1.8,1.9
Moriah Jefferson,2016.0,G,34,30.4,13.9,5.4,12.8,42.6,1.0,2.6,37.5,2.0,2.6,77.5,2.1,4.2,1.6,0.1,1.7
Kristi Toliver,2016.0,G,33,32.1,13.2,4.3,10.1,42.6,2.5,5.8,42.4,2.2,2.5,88.9,2.6,3.7,0.8,0.1,1.4
Skylar Diggins-Smith,2016.0,G,27,28.3,13.1,4.2,10.7,39.0,0.9,2.9,29.9,3.9,4.9,78.8,1.9,3.4,1.1,0.3,2.3
Cappie Pondexter,2016.0,G,33,27.4,12.9,4.9,11.5,42.9,0.5,1.4,36.2,2.5,2.8,88.2,2.8,2.7,0.9,0.1,1.5
Alex Bentley,2016.0,G,34,28.8,12.9,5.0,12.9,38.5,1.4,4.9,28.6,1.5,1.9,78.5,1.9,2.5,0.9,0.1,1.4
Sue Bird,2016.0,G,34,31.6,12.8,4.7,10.5,44.9,2.1,4.8,44.4,1.3,1.6,78.6,2.9,5.8,1.0,0.2,2.5
Tamika Catchings,2016.0,F,34,24.8,12.7,4.3,9.9,43.3,1.0,2.9,35.0,3.1,3.6,86.2,4.8,1.9,1.8,0.3,1.2
Chiney Ogwumike,2016.0,F,33,24.3,12.6,4.8,8.2,58.7,0.0,0.0,0.0,3.0,4.2,71.9,6.7,0.7,1.0,1.0,1.5
Penny Taylor,2016.0,F,25,25.7,12.5,4.1,8.4,48.8,1.6,4.0,39.6,2.7,3.0,90.7,3.8,3.6,1.5,0.4,1.7
Karima Christmas-Kelly,2016.0,F,34,31.6,12.4,3.8,9.4,40.0,1.1,3.5,31.7,3.8,4.8,79.6,5.9,2.1,1.2,0.7,1.5
Elizabeth Williams,2016.0,C,34,34.7,11.9,4.6,10.4,44.2,0.0,0.0,0.0,2.7,3.9,69.2,8.1,1.2,0.8,2.3,1.2
Plenette Pierson,2016.0,F,27,26.6,11.9,4.3,11.1,38.7,1.1,3.3,33.7,2.1,2.6,82.9,4.6,2.0,0.8,0.4,1.8
Jasmine Thomas,2016.0,G,34,32.1,11.7,4.4,10.8,40.8,0.9,3.0,29.7,2.0,2.3,86.1,4.1,5.1,1.3,0.4,2.5
Candice Dupree,2016.0,F,32,29.1,11.3,4.8,8.8,54.1,0.0,0.0,0.0,1.8,2.3,79.2,5.3,1.9,0.8,0.2,1.1
Seimone Augustus,2016.0,G,29,26.4,11.2,4.8,10.3,46.0,0.4,1.3,33.3,1.3,1.6,80.4,2.9,2.4,0.5,0.4,1.9
Alyssa Thomas,2016.0,F,31,27.1,11.1,4.2,8.6,48.7,0.0,0.0,0.0,2.7,4.2,63.4,6.0,2.3,1.4,0.2,2.4
Monique Currie,2016.0,F,34,25.5,10.7,3.7,9.5,38.6,0.7,2.3,32.1,2.6,2.9,91.8,4.4,2.1,0.8,0.4,1.8
Layshia Clarendon,2016.0,G,34,28.2,10.4,3.6,7.8,46.6,0.5,1.5,34.6,2.6,3.4,76.5,4.3,3.5,0.7,0.1,2.2
Aerial Powers,2016.0,G,32,19.2,10.4,3.1,7.9,39.4,1.0,2.7,36.8,3.2,3.8,83.5,2.7,1.1,1.0,0.2,1.6
Lindsay Whalen,2016.0,G,32,24.6,9.8,3.8,7.5,51.3,0.1,0.3,27.3,2.1,2.3,89.2,2.6,3.8,0.6,0.0,1.5
Shenise Johnson,2016.0,G,29,22.4,9.8,3.4,8.2,41.0,1.0,2.7,35.9,2.1,2.2,93.8,3.5,2.1,1.2,0.3,1.7
Briann January,2016.0,G,29,28.1,9.7,3.0,7.5,40.1,1.0,2.6,39.2,2.7,3.0,87.5,1.8,4.7,1.2,0.1,1.8
Jantel Lavender,2016.0,F,34,19.4,9.6,4.4,8.2,53.8,0.0,0.0,0.0,0.8,1.2,68.3,3.6,1.3,0.3,0.5,1.2
Lynetta Kizer,2016.0,F,33,17.2,9.6,4.2,7.6,55.6,0.0,0.0,0.0,1.2,1.5,80.0,3.2,0.6,0.8,0.3,1.1
Crystal Langhorne,2016.0,F,33,25.5,9.5,3.8,6.1,63.0,0.0,0.0,100.0,1.8,2.4,75.9,5.5,1.4,0.7,0.3,1.6
Allie Quigley,2016.0,G,34,17.8,9.5,3.8,8.1,47.1,0.9,2.4,36.6,1.0,1.1,89.5,0.9,1.6,0.5,0.1,1.1
Courtney Vandersloot,2016.0,G,30,24.3,9.5,3.2,7.6,41.9,0.9,2.5,35.1,2.2,2.4,90.4,2.7,4.7,1.4,0.1,1.6
Stefanie Dolson,2016.0,C,34,22.5,9.3,3.5,7.3,48.2,0.3,0.9,30.0,2.1,2.4,84.3,4.7,1.1,0.4,0.9,1.1
Alysha Clark,2016.0,F,33,27.6,9.0,3.2,6.6,48.4,1.1,2.8,38.7,1.5,1.8,84.7,3.7,1.9,0.7,0.1,1.3
Dearica Hamby,2016.0,F,25,25.3,9.0,3.2,7.7,42.2,0.1,0.6,14.3,2.4,3.3,72.3,5.1,1.0,0.5,0.5,1.6
Shavonte Zellous,2016.0,G,33,23.3,8.8,2.8,6.8,40.3,0.2,0.8,19.2,3.1,3.7,85.1,2.5,2.2,0.9,0.2,1.3
Tiffany Mitchell,2016.0,G,34,20.0,8.6,2.6,7.1,36.1,0.7,2.5,29.4,2.7,3.0,91.1,1.7,1.4,0.9,0.1,1.6
Tamera Young,2016.0,F,32,25.8,8.5,3.5,7.8,45.0,0.0,0.1,0.0,1.5,1.9,79.0,4.5,1.4,0.8,0.1,1.1
